,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,pickup_hour,pickup_day,pickup_month,pickup_year,pickup_dayofweek,pickup_quarter,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_rush_hour,is_night,hour_category,day_name,month_name,season,fare_per_km,distance_night,distance_rush,distance_weekend,hour_weekend,hour_rush,fare_per_passenger
25479420,10.5,2014-06-16 18:59:00+00:00,-73.999495,40.727397,-73.991025,40.739437,1,1.517126621207138,18,16,6,2014,0,2,-1.0,-1.8369701987210297e-16,0.0,1.0,0,1,0,Evening,Monday,Jun,Summer,6.920978020704314,0.0,1.517126621207138,0.0,0,18,10.5
35398273,6.5,2014-02-17 02:23:00+00:00,-73.986722,40.699787,-73.98673199999999,40.702332,1,0.28299234389068006,2,17,2,2014,0,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,Night,Monday,Feb,Winter,22.96881926427999,0.28299234389068006,0.0,0.0,0,0,6.5
33169378,4.0,2013-06-14 14:16:37+00:00,-73.977802,40.777094,-73.981385,40.780648,1,0.49718237956165134,14,14,6,2013,4,2,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,Afternoon,Friday,Jun,Summer,8.045337414263681,0.0,0.0,0.0,0,0,4.0
14876195,5.5,2015-03-21 11:51:33+00:00,-74.00658416748048,40.733055114746094,-74.00930786132812,40.7246208190918,1,0.9655252734444464,11,21,3,2015,5,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1,0,0,Morning,Saturday,Mar,Spring,5.696381183662982,0.0,0.0,0.9655252734444464,11,0,5.5
31568493,14.5,2009-07-08 14:42:00+00:00,-73.98658499999999,40.756023,-74.016757,40.705033,3,6.213737124600091,14,8,7,2009,2,3,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,Afternoon,Wednesday,Jul,Summer,2.33353933538558,0.0,0.0,0.0,0,0,4.833333333333333
18097377,8.1,2010-03-31 08:52:58+00:00,-73.990189,40.757852,-73.98446,40.744032,1,1.6107084877471805,8,31,3,2010,2,1,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0,1,0,Morning,Wednesday,Mar,Spring,5.0288429356506805,0.0,1.6107084877471805,0.0,0,8,8.1
2025100,14.5,2015-06-26 00:41:42+00:00,-73.98394775390625,40.75459671020508,-73.98735809326173,40.72199630737305,2,3.636368846615157,0,26,6,2015,4,2,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,1,Night,Friday,Jun,Summer,3.987494286641753,3.636368846615157,0.0,0.0,0,0,7.25
32182727,12.0,2014-07-10 23:54:00+00:00,-73.950018,40.705366999999995,-73.980122,40.693542,1,2.8582132285490807,23,10,7,2014,3,3,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,0,1,Evening,Thursday,Jul,Summer,4.198427143272155,2.8582132285490807,0.0,0.0,0,0,12.0
24780265,8.1,2011-12-30 12:18:32+00:00,-73.981459,40.760158,-73.97300200000001,40.780235,2,2.343305179572932,12,30,12,2011,4,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,Afternoon,Friday,Dec,Winter,3.4566560389185956,0.0,0.0,0.0,0,0,4.05
16772322,5.5,2013-12-25 15:21:49+00:00,-73.979567,40.762365,-73.965643,40.765788,3,1.232896462774694,15,25,12,2013,2,4,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0,0,0,Afternoon,Wednesday,Dec,Winter,4.461039646120795,0.0,0.0,0.0,0,0,1.8333333333333333
52567405,5.7,2012-06-13 08:52:52+00:00,-73.991764,40.729784,-73.98599499999999,40.741181,1,1.357308323866365,8,13,6,2012,2,2,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0,1,0,Morning,Wednesday,Jun,Summer,4.199487986460767,0.0,1.357308323866365,0.0,0,8,5.7
33247488,7.5,2012-10-07 11:39:00+00:00,-74.00818199999999,40.738035,-74.01431,40.717112,1,2.383148683835705,11,7,10,2012,6,4,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1,0,0,Morning,Sunday,Oct,Fall,3.147096969178047,0.0,0.0,2.383148683835705,11,0,7.5
35887975,8.0,2014-11-11 10:51:02+00:00,-73.99511600000001,40.750321,-74.005083,40.737256,1,1.6779649477952028,10,11,11,2014,1,4,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,Morning,Tuesday,Nov,Fall,4.76768004630357,0.0,0.0,0.0,0,0,8.0
3540666,4.5,2009-05-20 14:24:07+00:00,-73.952663,40.776676,-73.95625,40.768178000000006,1,0.9920382816813899,14,20,5,2009,2,2,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,Afternoon,Wednesday,May,Spring,4.536115272056862,0.0,0.0,0.0,0,0,4.5
19527207,22.5,2009-12-20 02:50:00+00:00,-74.00510799999999,40.719193,-73.95047199999999,40.804092,5,10.502122616630398,2,20,12,2009,6,4,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,1,Night,Sunday,Dec,Winter,2.1424240433424986,10.502122616630398,0.0,10.502122616630398,2,0,4.5
20714594,14.0,2014-05-30 06:59:00+00:00,-73.991015,40.750885,-73.955967,40.763887,1,3.2870436805388095,6,30,5,2014,4,2,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,Morning,Friday,May,Spring,4.259146321324557,0.0,0.0,0.0,0,0,14.0
16620416,7.7,2009-10-19 10:46:24+00:00,-73.987773,40.749916,-73.99619100000001,40.763625,1,1.6812027541162835,10,19,10,2009,0,4,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,0,Morning,Monday,Oct,Fall,4.580054357600353,0.0,0.0,0.0,0,0,7.7
38091527,10.9,2009-05-19 10:41:23+00:00,-73.984055,40.755069,-74.010122,40.720745,1,4.403431989670581,10,19,5,2009,1,2,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,Morning,Tuesday,May,Spring,2.475341966350075,0.0,0.0,0.0,0,0,10.9
11069651,4.5,2011-03-25 12:26:00+00:00,-73.978287,40.757847,-73.969775,40.753182,3,0.8849404916201224,12,25,3,2011,4,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,Afternoon,Friday,Mar,Spring,5.085087689638357,0.0,0.0,0.0,0,0,1.5
26719910,57.33,2014-09-06 10:11:00+00:00,-73.776534,40.645455,-73.938422,40.799995,1,21.941115334687698,10,6,9,2014,5,3,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,0,Morning,Saturday,Sep,Fall,2.612902722833074,0.0,0.0,21.941115334687698,10,0,57.33
35785436,11.0,2015-04-09 18:38:11+00:00,-74.0053482055664,40.71843338012695,-74.00462341308595,40.74707412719727,1,3.185291264325995,18,9,4,2015,3,2,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,0,Evening,Thursday,Apr,Spring,3.4533733612356454,0.0,3.185291264325995,0.0,0,18,11.0
43982904,7.7,2012-07-06 23:02:33+00:00,-73.983133,40.760989,-73.986898,40.747629,2,1.5190373637801295,23,6,7,2012,4,3,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,0,1,Evening,Friday,Jul,Summer,5.0689997386493015,1.5190373637801295,0.0,0.0,0,0,3.85
18839878,7.7,2009-03-26 07:55:00+00:00,-73.980168,40.782338,-73.9592,40.780623,2,1.7757224991875677,7,26,3,2009,3,1,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,1,0,Morning,Thursday,Mar,Spring,4.336263128683068,0.0,1.7757224991875677,0.0,0,7,3.85
46004693,3.8,2009-02-12 20:52:58+00:00,-73.982124,40.778711,-73.98333199999999,40.783516,1,0.5438866534649882,20,12,2,2009,3,1,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,Evening,Thursday,Feb,Winter,6.986749860087564,0.0,0.0,0.0,0,0,3.8
44867076,16.1,2009-06-14 18:03:00+00:00,-73.97261999999999,40.785858000000005,-73.988362,40.727703000000005,2,6.601078769953115,18,14,6,2009,6,2,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,0,Evening,Sunday,Jun,Summer,2.438995285631829,0.0,6.601078769953115,6.601078769953115,18,18,8.05
32313132,11.3,2009-10-28 10:30:00+00:00,-73.98683,40.75103,-73.960827,40.777852,1,3.700135816787606,10,28,10,2009,2,4,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,Morning,Wednesday,Oct,Fall,3.0539419522741915,0.0,0.0,0.0,0,0,11.3
19142251,9.5,2014-12-06 04:03:05+00:00,-73.96690799999999,40.759172,-73.993581,40.735192,2,3.4869475062509108,4,6,12,2014,5,4,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,1,Night,Saturday,Dec,Winter,2.724445946768551,3.4869475062509108,0.0,3.4869475062509108,4,0,4.75
23105970,10.9,2010-07-15 01:39:00+00:00,-74.00253199999999,40.733708,-74.13024300000001,40.75737,1,11.07581120140751,1,15,7,2010,3,3,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,1,Night,Thursday,Jul,Summer,0.9841265620900826,11.07581120140751,0.0,0.0,0,0,10.9
50002445,6.1,2012-03-19 19:12:07+00:00,-73.989974,40.737805,-74.004056,40.750883,1,1.876726312887071,19,19,3,2012,0,1,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,1,0,Evening,Monday,Mar,Spring,3.2503407439393945,0.0,1.876726312887071,0.0,0,19,6.1
15511691,49.57,2010-12-18 15:13:41+00:00,-73.791172,40.644998,-73.988912,40.74758,4,20.199437447430743,15,18,12,2010,5,4,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,1,0,0,Afternoon,Saturday,Dec,Winter,2.4540287386223736,0.0,0.0,20.199437447430743,15,0,12.3925
47708081,11.5,2013-12-23 10:09:00+00:00,-73.97005300000001,40.762162,-73.976845,40.739222,2,2.6141877528262136,10,23,12,2013,0,4,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,0,Morning,Monday,Dec,Winter,4.399071944074133,0.0,0.0,0.0,0,0,5.75
45455879,8.0,2013-03-01 01:36:00+00:00,-74.00161999999999,40.732312,-73.982295,40.745492,6,2.190601795599255,1,1,3,2013,4,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,1,Night,Friday,Mar,Spring,3.651964504033259,2.190601795599255,0.0,0.0,0,0,1.3333333333333333
34245703,6.5,2012-07-13 19:07:14+00:00,-73.992094,40.737809000000006,-74.009163,40.737584000000005,1,1.4383315061187438,19,13,7,2012,4,3,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,1,0,Evening,Friday,Jul,Summer,4.519125092058841,0.0,1.4383315061187438,0.0,0,19,6.5
43082798,8.1,2012-01-30 23:15:00+00:00,-73.954403,40.784128,-73.963898,40.757873,1,3.026938996125223,23,30,1,2012,0,1,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,1,Evening,Monday,Jan,Winter,2.6759706787513027,3.026938996125223,0.0,0.0,0,0,8.1
44004065,8.5,2012-05-06 23:35:41+00:00,-73.993452,40.722463,-73.96320899999999,40.711594,1,2.82087156443257,23,6,5,2012,6,2,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,1,0,1,Evening,Sunday,May,Spring,3.0132531048820757,2.82087156443257,0.0,2.82087156443257,23,0,8.5
43912377,9.5,2014-04-01 20:48:20+00:00,-73.99413,40.761547,-73.964281,40.756440999999995,1,2.5773742692604786,20,1,4,2014,1,2,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,Evening,Tuesday,Apr,Spring,3.685921797739456,0.0,0.0,0.0,0,0,9.5
41339702,8.5,2014-02-10 17:37:00+00:00,-73.969373,40.76238,-73.98299499999999,40.748757,5,1.9002995239707106,17,10,2,2014,0,1,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0,1,0,Afternoon,Monday,Feb,Winter,4.472979071340867,0.0,1.9002995239707106,0.0,0,17,1.7
11778965,12.1,2010-09-22 12:47:14+00:00,-73.965963,40.765223,-73.98360699999999,40.745386,1,2.6597230346343514,12,22,9,2010,2,3,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,0,0,Afternoon,Wednesday,Sep,Fall,4.549345868887984,0.0,0.0,0.0,0,0,12.1
3150581,8.0,2014-12-01 10:01:00+00:00,-73.946925,40.771657,-73.970262,40.758502,1,2.449999708027676,10,1,12,2014,0,4,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,0,Morning,Monday,Dec,Winter,3.2653065115833186,0.0,0.0,0.0,0,0,8.0
29937505,12.5,2015-04-07 11:52:22+00:00,-73.96070098876955,40.77658081054688,-73.96134185791014,40.76481628417969,5,1.3092684124984653,11,7,4,2015,1,2,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0,0,0,Morning,Tuesday,Apr,Spring,9.547316562954697,0.0,0.0,0.0,0,0,2.5
33879258,5.5,2014-03-12 14:24:43+00:00,-74.00741,40.72818,-74.001017,40.741882,1,1.616007413306181,14,12,3,2014,2,1,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,Afternoon,Wednesday,Mar,Spring,3.403449733406593,0.0,0.0,0.0,0,0,5.5
52528397,10.0,2012-09-30 02:34:59+00:00,-74.00191600000001,40.732547,-73.987585,40.763915,1,3.690976253242316,2,30,9,2012,6,3,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,1,Night,Sunday,Sep,Fall,2.7093103054281533,3.690976253242316,0.0,3.690976253242316,2,0,10.0
3937286,14.1,2009-07-19 15:08:57+00:00,-73.948836,40.828857,-73.982212,40.769075,2,7.216757224804262,15,19,7,2009,6,3,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1,0,0,Afternoon,Sunday,Jul,Summer,1.953786106526873,0.0,0.0,7.216757224804262,15,0,7.05
41195402,8.0,2014-07-15 10:32:46+00:00,-74.00145400000001,40.746462,-74.011302,40.729283,1,2.08263496924483,10,15,7,2014,1,3,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,Morning,Tuesday,Jul,Summer,3.84128765632934,0.0,0.0,0.0,0,0,8.0
30561819,14.0,2014-06-24 15:27:01+00:00,-73.98824300000001,40.72762,-73.964732,40.703383,3,3.345095565056348,15,24,6,2014,1,2,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,Afternoon,Tuesday,Jun,Summer,4.185231700477344,0.0,0.0,0.0,0,0,4.666666666666667
9375420,6.1,2010-01-23 10:02:32+00:00,-73.978093,40.78311,-73.966964,40.790058,1,1.2144056237832759,10,23,1,2010,5,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,0,Morning,Saturday,Jan,Winter,5.023033392250341,0.0,0.0,1.2144056237832759,10,0,6.1
2712471,6.1,2010-01-09 22:38:00+00:00,-73.979005,40.763362,-73.990998,40.750538,1,1.747507461644463,22,9,1,2010,5,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,0,1,Evening,Saturday,Jan,Winter,3.490686096561611,1.747507461644463,0.0,1.747507461644463,22,0,6.1
46494076,12.5,2014-03-30 10:52:00+00:00,-73.9529,40.791875,-73.98683,40.760982,1,4.46798459131266,10,30,3,2014,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,0,Morning,Sunday,Mar,Spring,2.7976819849165135,0.0,0.0,4.46798459131266,10,0,12.5
54510934,5.3,2012-01-28 22:57:56+00:00,-73.990418,40.729884000000006,-73.98398,40.72705,1,0.6273805945858585,22,28,1,2012,5,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,0,1,Evening,Saturday,Jan,Winter,8.44782265460186,0.6273805945858585,0.0,0.6273805945858585,22,0,5.3
50306880,11.0,2014-10-15 14:15:45+00:00,-73.985743,40.746423,-74.007492,40.74086,1,1.933854372779585,14,15,10,2014,2,4,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,Afternoon,Wednesday,Oct,Fall,5.688122205494399,0.0,0.0,0.0,0,0,11.0
23243997,7.0,2012-10-02 13:26:17+00:00,-73.99024,40.766267,-73.979588,40.761728999999995,2,1.0292841953857692,13,2,10,2012,1,4,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,0,Afternoon,Tuesday,Oct,Fall,6.800842790922719,0.0,0.0,0.0,0,0,3.5
35229564,7.0,2015-04-11 15:32:23+00:00,-73.98252868652342,40.75213623046875,-73.98834228515625,40.737152099609375,2,1.7366500833025442,15,11,4,2015,5,2,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,1,0,0,Afternoon,Saturday,Apr,Spring,4.030748662210797,0.0,0.0,1.7366500833025442,15,0,3.5
4353470,4.9,2010-03-27 12:18:00+00:00,-73.987072,40.744725,-73.99685500000001,40.742665,3,0.8554118435298069,12,27,3,2010,5,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,0,Afternoon,Saturday,Mar,Spring,5.7282349280791305,0.0,0.0,0.8554118435298069,12,0,1.6333333333333335
34581082,6.5,2011-02-25 02:03:15+00:00,-73.988314107203,40.769159711087,-74.002645760614,40.749876162197,2,2.4606495247886517,2,25,2,2011,4,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,1,Night,Friday,Feb,Winter,2.64157895487302,2.4606495247886517,0.0,0.0,0,0,3.25
11325660,3.7,2011-12-13 15:18:37+00:00,-73.96662099999999,40.76167,-73.962126,40.763523,1,0.43101446375541547,15,13,12,2011,1,4,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,Afternoon,Tuesday,Dec,Winter,8.584398694563557,0.0,0.0,0.0,0,0,3.7
1963822,3.7,2010-11-06 00:13:05+00:00,-73.949913,40.780592,-73.956349,40.771535,2,1.1436491327978946,0,6,11,2010,5,4,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1,0,1,Night,Saturday,Nov,Fall,3.2352579946859135,1.1436491327978946,0.0,1.1436491327978946,0,0,1.85
45510046,15.5,2014-10-23 23:49:00+00:00,-73.98573499999999,40.757087,-73.952775,40.805657,1,6.072021370936205,23,23,10,2014,3,4,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,0,1,Evening,Thursday,Oct,Fall,2.5526919378431234,6.072021370936205,0.0,0.0,0,0,15.5
36074927,9.7,2010-12-17 00:06:00+00:00,-73.981072,40.753555,-73.987222,40.722442,2,3.498195066507806,0,17,12,2010,4,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,1,Night,Friday,Dec,Winter,2.772858521489872,3.498195066507806,0.0,0.0,0,0,4.85
